text,category,keywords,campaign_id,action,target_gender,target_age_range,target_city,target_state,target_country,target_income_bucket,target_device,cpc,cpa,budget,date_range,time_range
EASTON FLARE Sunglasses with Interchange Lenses | 2020 | Ergonomic + Flexible Frame Tough Enough for Baseball / Softball On Field Plays + Stylish Off Field | Extra Yellow Lens For Overcast Weather,Sports & Fitness,"team,sports,sports,baseball",7d3780c6-8f9b-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00113,0.0139,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '23:00:00'}"
RBX Active Women's Plus Size Stretch Ankle/Full Length Workout Running Gym Yoga Leggings,Sports & Fitness,"sports,exercise,running",8ab7960a-8f9b-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00085,0.0142,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '22:00:00'}"
Two Way Easy Trans Smart Language Translator Device Electronic Pocket Voice Bluetooth 52 Languages for Meeting Learning Travel Shopping Business Fit for Apple iPhone Android White (WIFI/3G/4G/5G),Electronics,"electronics,office",95efabea-8f99-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00111,0.0212,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '10:00:00'}"
Mizuno Women's 9-Spike Swift 3 Switch Softball Cleat,Sports & Fitness,"t,e,a,m,,,s,p,o,r,t,s,,,s,p,o,r,t,s,,,b,a,s,e,b,a,l,l",5e221e88-8f98-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00087,0.0427,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '14:00:00'}"
"Lwsengme Compatible with Apple Watch Case Frame 42MM with Replacement Leather Band for Men, Steel Metal Bumper and Classic Strap Compatible with Apple Watch Accessories Series 3/2/1 42mm",Electronics,"electronics,wearable,tech",b8420c04-8f9b-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,All,0.00109,0.0267,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '0:00:00'}"
ufengke Colorful Skull Flower Wall Stickers Day of The Dead DIY Wall Decals for Party Room Decoration,Tools & Hardware,"tools,home,paint,walls",c44fe7c8-8f9b-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",All,All,India,All,All,0.00047,0.0071,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '13:00:00'}"
FLUSHDADDY CIST14 Air Remote Cistern,Sports & Fitness,"outdoor,sports,camping,hiking,ping,hiking,lights,lanterns",d1d1f22e-8f9b-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00044,0.0588,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '21:00:00'}"
Hot Surface Ignitor Heavy Duty PP200 PP200SC HA1000 for Reddy Desa Ignitor Kerosene Heater,Home & Kitchen,"home,kitchen,heating,cooling",950faf84-8f96-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '40'}",Mumbai,Maharashtra,India,All,All,0.00073,0.0590,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '20:00:00'}"
20 Multi Colored C9 Style LED Outdoor Battery Operated Christmas String Lights,Home & Kitchen,"home,kitchen,fans",25a7ea9e-8f9b-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '30'}",Delhi,Delhi,India,All,iPhone,0.00110,0.0156,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '18:00:00'}"
AccessoryBasics Low Profile Drinks Cup Holder Mount for Garmin Nuvi Drive DriveSmart 42 52 52LM 54 54LM 55 55LM 55LMT 56 57 57LM 58 58LM 60 61 2577LT 2597LM 2597LMT 2558LMTHD 2598LMTHD GPS,Tools & Hardware,"automotive,electronics,accessories",fddf5ba4-8f9b-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00078,0.0318,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '14:00:00'}"
Tactical USA Flag Patch - Subdued Red White Blue by Gadsden and Culpeper,Arts & Crafts,"arts,crafts,sewing",307199c2-8f99-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00014,0.0145,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '17:00:00'}"
ACDelco 18A816A Advantage Non-Coated Front Disc Brake Rotor,Tools & Hardware,"automotive,replacement,parts",3d3eb2ee-8f98-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00058,0.0148,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '16:00:00'}"
"[3 Pack] Seltureone Solid Color Silicone Clips with Steel Sheet Compatible for Fitbit Inspire/Fitbit Inspire HR/Fitbit Ace 2 Fitness Tracker, Fitbit Inspire Accessory Clip-[Black+Lavender+Wine Red ]",Sports & Fitness,"sports,exercise,fitness,technology",2bbbeb1e-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,M,All,0.00067,0.0079,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '7:00:00'}"
Tru Ball Bandit Release Black Buckle Strap,Sports & Fitness,"s,p,o,r,t,s,,,h,u,n,t,i,n,g,,,f,i,s,h,i,n,g,,,a,r,c,h,e,r,y",00482718-8f97-11f0-b7f6-0e087721c0e9,Update Campaign,M,"{'start': '0', 'end': '0'}",All,All,India,All,Linux Computer,0.00027,0.0498,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '19:00:00'}"
"40th Birthday Tiara and Sash Pink, Happy 40th Birthday Party Supplies, Fierce, Fabulous & 40 Glitter Satin Sash and Crystal Tiara Birthday Crown for 40th Birthday Party Supplies and Decorations",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,f,o,o,d,,,s,e,r,v,i,c,e,,,e,q,u,i,p",4b19a078-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00067,0.0575,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '12:00:00'}"
Fisher Price My Little Lamb Deluxe & Platinum - Replacement Seat Pad & Body Support BGB07 / X4398,Clothing & Accessories,"baby,activity,entertainment",6be35bf4-8f98-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Chennai,Tamil Nadu,India,All,All,0.00149,0.0201,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '15:00:00'}"
SiriusLED 7440 Anti Hyper Flash Built-in load resistor True 25W Yellow Orange Extremely Bright LED Bulb for Turn Signal only 7440A T20 W21W Pack of 2 (Upgrade Version),Tools & Hardware,"automotive,moto",69cc20e0-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00134,0.0355,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '0:00:00'}"
AIRHEAD EMOJI SQUAD Foam Disc,Sports & Fitness,"winter,sports,recreation,winter,sports,sledding",77f2744e-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",Mumbai,Maharashtra,India,All,All,0.00069,0.0559,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '0:00:00'}"
"Great Papers!, Potion Green #10 Envelope, 40 Count, 9.5"" x 4.125"" (2013210)",Clothing & Accessories,"baby,gifts",2d52037c-8f98-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,Windows Computer,0.00093,0.0052,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '0:00:00'}"
"Samsung Galaxy Tab A 7.0 7-Inch Tablet Case,Folding case Slim PU Leather Wallet Cover for 7.0"" Samsung Galaxy Tab A 7 Case-Love Tree",Computer,"computers,tablet,accessories",9336a6d0-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '25', 'end': '35'}",Vadodra,Gujrat,India,All,All,0.00020,0.0253,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '12:00:00'}"
"Graphics & More C-i-Isle of Man National Country Flag, White",Home & Kitchen,"luggage,carry",a3135da0-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,Android Mobile,0.00125,0.0171,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '9:00:00'}"
ASICS Men's Gel-Lique Fashion Sneaker,Sports & Fitness,"sports,exercise,running",b262903a-8f99-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '25', 'end': '35'}",All,All,India,All,All,0.00139,0.0321,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '13:00:00'}"
"Carson-Dellosa FS-704181 Singapore Math Bundle, Grade 6, Set of 5, Grade: 12 to 6 (Pack of 5)",Tools & Hardware,"industrial,scientific,science,education",a27e4998-8f99-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,Android Mobile,0.00064,0.0472,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '21:00:00'}"
"Bluetooth FM Transmitter for car, Wireless Radio Adapter Car Kit with Bluetooth 4.2, Smart Car Locator, Dual USB Car Charger, Hands-Free Calling",Tools & Hardware,"a,,,u,,,t,,,o,,,m,,,o,,,t,,,i,,,v,,,e,,,,,,,e,,,l,,,e,,,c,,,t,,,r,,,o,,,n,,,i,,,c,,,s,,,,,,,a,,,c,,,c,,,e,,,s,,,s,,,o,,,r,,,i,,,e,,,s",cd8d84ca-8f9c-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Coimbatore,Tamil Nadu,India,All,All,0.00118,0.0533,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '10:00:00'}"
"100% Real Carbon Fiber License Plate Frame 2 Holes Black Licenses Plates Frames,Car Licence Plate Covers Holders Slim Design with Chrome Screw Caps Tool Kit for US, Canda and Mexico Vehicles(1PCS)",Tools & Hardware,"automotive,exterior,accessories",0dd313e2-8f98-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '35', 'end': '50'}",Coimbatore,Tamil Nadu,India,M,All,0.00068,0.0381,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '9:00:00'}"
"Lwsengme Compatible with Apple Watch Case Frame 42MM with Replacement Leather Band for Men, Steel Metal Bumper and Classic Strap Compatible with Apple Watch Accessories Series 3/2/1 42mm",Electronics,"electronics,wearable,tech",b8420c04-8f9b-11f0-b7f6-0e087721c0e9,Update Campaign,M,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,All,0.00126,0.0464,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '0:00:00'}"
"Dritz 7-65 Overall Buckles with No-Sew Buttons for 1-Inch, Nickle 2-Count",Arts & Crafts,"arts,crafts,sewing",c68de7c2-8f98-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00086,0.0154,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '18:00:00'}"
Gymnastics Leotards Apparel for Girls Teens Kids Toddler Girls Ballet Dance Clothes Unitards Biketards with Shorts,Sports & Fitness,"fitness,other,sports,boxing,dancing,martial,fencing,iceskating",9c175b70-8f9a-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00056,0.0063,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '10:00:00'}"
Capezio Girls Boho Fairytale Scoop Back Camisole Leotard - 10972C,Sports & Fitness,"fitness,other,sports,boxing,dancing,martial,fencing,iceskating",191cc34c-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,F,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,All,0.00057,0.0516,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '8:00:00'}"
4PCS 20ML Amber Glass Refillable Cosmetic Cream Jars Pot Empty Bottle Container with Screw Lid (20Gram),Home & Kitchen,"luggage,travel,accessories",297a1ef6-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '45'}",Delhi,Delhi,India,All,All,0.00121,0.0074,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '20:00:00'}"
Color Swell Crayons Bulk Packs - 36 Boxes of 24 Vibrant Colored Crayons of Teacher Quality Durable Classroom Pack for Kids Students Party Favors,Arts & Crafts,"arts,crafts,painting,drawing",385126d6-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Hyderabad,Telangana,India,M,All,0.00104,0.0294,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '12:00:00'}"
Champion Unisex The Attribute Mini Crossover Backpack,Sports & Fitness,"outdoor,sports,camping,hiking,ping,hiking,bags",98e0c2ae-8f98-11f0-b7f6-0e087721c0e9,Update Campaign,F,"{'start': '20', 'end': '40'}",Kolkata,West Bengal,India,M,All,0.00039,0.0034,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '9:00:00'}"
"Rimmel Stay Matte Foundation, Light Nude, 1 Fluid Ounce",Clothing & Accessories,"beauty,makeup",56b84cb2-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,All,All,0.00018,0.0056,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '22:00:00'}"
Wee Blue Coo Vintage Portrait Jackie Robinson Baseball Brooklyn Dodgers Unframed Wall Art Print Poster Home Decor Premium,Home & Kitchen,"home,kitchen,wall",659e922c-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00089,0.0499,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '11:00:00'}"
"Sylvania SKCR2713 Under Counter CD Player with Radio and Bluetooth, Silver",Electronics,"electronics,portable,audio,video",f6e31bb6-8f9a-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Kolkata,West Bengal,India,All,All,0.00138,0.0073,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '21:00:00'}"
"Rubbermaid Professional Plus Scrub Brush, Scrubbing Brush (FGG23712)",Sports & Fitness,"health,household,household,supplies",7f3abc4c-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",Pune,Maharashtra,India,All,All,0.00098,0.0481,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '7:00:00'}"
"Curling Iron, MaikcQ 1¼ Rotating Curling Iron Brush Tourmaline Ceramic Hair Curler with Anti-Scald Hot Brush, Instant Heat, Dual Voltage, Adjustable Temp 105°F to 410°F for All Hair Types -Pink",Clothing & Accessories,"b,e,a,u,t,y,,,h,a,i,r,,,c,a,r,e",8bb424ea-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00061,0.0359,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '19:00:00'}"
"HOOAI Synthetic Winch Rope - 3/16"" x 48' Winch Cable Blue Winch Rope 6000+ LBs with Sheath for atvs Winches ATV UTV SUV Truck Boat Ramsey Synthetic Winch Rope",Tools & Hardware,"automotive,tires,wheels",983536fa-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00106,0.0456,600,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '22:00:00'}"
"Data Locker MXCB1B001T4001FIPS Defender H100 2.5"" Ehdd 1.0TB",Computer,"computers,data,storage",a6b9edc4-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00020,0.0266,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '23:00:00'}"
AIRHEAD EMOJI SQUAD Foam Disc,Sports & Fitness,"winter,sports,recreation,winter,sports,sledding",77f2744e-8f9c-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '20', 'end': '45'}",Mumbai,Maharashtra,India,All,All,0.00069,0.0559,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '0:00:00'}"
Colonel Brassy Surface Cleaner 2-pack 16oz Bottle Polish,Tools & Hardware,"automotive,care,care",c3bcf1d2-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '35', 'end': '50'}",All,All,India,All,All,0.00023,0.0171,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '17:00:00'}"
"Transmission Oil Cooler Assembly for 2014-2017 Toyota Highlander LE, LE Plus, Limited, XLE | V6 3.5L | 32910-48190",Tools & Hardware,"automotive,oils,fluids",8cf1b846-8f97-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '20', 'end': '45'}",All,All,India,M,All,0.00066,0.0529,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '18:00:00'}"
AccessoryBasics Low Profile Drinks Cup Holder Mount for Garmin Nuvi Drive DriveSmart 42 52 52LM 54 54LM 55 55LM 55LMT 56 57 57LM 58 58LM 60 61 2577LT 2597LM 2597LMT 2558LMTHD 2598LMTHD GPS,Tools & Hardware,"automotive,electronics,accessories",fddf5ba4-8f9b-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Bangalore,Karnataka,India,All,All,0.00078,0.0318,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '14:00:00'}"
"40th Birthday Tiara and Sash Pink, Happy 40th Birthday Party Supplies, Fierce, Fabulous & 40 Glitter Satin Sash and Crystal Tiara Birthday Crown for 40th Birthday Party Supplies and Decorations",Tools & Hardware,"i,n,d,u,s,t,r,i,a,l,,,s,c,i,e,n,t,i,f,i,c,,,f,o,o,d,,,s,e,r,v,i,c,e,,,e,q,u,i,p",4b19a078-8f9c-11f0-b7f6-0e087721c0e9,Stop Campaign,M,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00067,0.0575,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '12:00:00'}"
"Ikea 231.029.00 Ringsjon Shower Curtain Rings, Clear, Set of 12",Home & Kitchen,"home,kitchen,bath",fea80d5e-8f9d-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00113,0.0087,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '10:00:00'}"
Color Swell Crayons Bulk Packs - 36 Boxes of 24 Vibrant Colored Crayons of Teacher Quality Durable Classroom Pack for Kids Students Party Favors,Arts & Crafts,"arts,crafts,painting,drawing",385126d6-8f9d-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",Hyderabad,Telangana,India,M,All,0.00104,0.0294,900,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '12:00:00'}"
4PCS 20ML Amber Glass Refillable Cosmetic Cream Jars Pot Empty Bottle Container with Screw Lid (20Gram),Home & Kitchen,"luggage,travel,accessories",297a1ef6-8f9d-11f0-b7f6-0e087721c0e9,Update Campaign,All,"{'start': '20', 'end': '45'}",Delhi,Delhi,India,All,All,0.00126,0.0296,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '20:00:00'}"
I Survived My Daughter's Wedding Wine Glass Tumbler - Mother of the Bride Gifts 12 oz. Stemless Mom Cup,Tools & Hardware,"industrial,scientific,food,service,equip",2a6364ac-8f9e-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Mumbai,Maharashtra,India,All,All,0.00057,0.0551,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
MAHU Backpack Rainbow Unicorn Cat Animal Adults School Bag Casual College Bag Travel Zipper Bookbag Hiking Shoulder Daypack for Women Men,Home & Kitchen,"l,u,g,g,a,g,e,,,b,a,c,k,p,a,c,k,s",3b2e30dc-8f9e-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Chennai,Tamil Nadu,India,M,All,0.00032,0.0505,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '20:00:00'}"
DAMO 3/4 inch Dry Wet Diamond Core Drill Bit for Concrete Granite Marble Hole Saw,Tools & Hardware,"industrial,scientific,cutting,tools",498d84f2-8f9e-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '0', 'end': '0'}",Vadodra,Gujrat,India,All,All,0.00112,0.0075,800,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '15:00:00'}"
HORZE Daniela Kids Silicone FS Breech,Sports & Fitness,"t,e,a,m,,,s,p,o,r,t,s,,,s,p,o,r,t,s,,,e,q,u,e,s,t,r,i,a,n,,,s,p,o,r,t,s",598e544e-8f9e-11f0-b7f6-0e087721c0e9,New Campaign,M,"{'start': '20', 'end': '30'}",All,All,India,All,All,0.00057,0.0265,300,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '17:00:00'}"
"Graphics & More C-i-Isle of Man National Country Flag, White",Home & Kitchen,"luggage,carry",a3135da0-8f9c-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,M,Android Mobile,0.00125,0.0171,200,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '9:00:00'}"
12 Pcs Baby Angel Baptism Keychain with Nail Clipper and Opener Party Favors for Baby Boys and Girls/Bautizo Recuerdos/Gift for Guest/Christening Favors,Home & Kitchen,"h,o,m,e,,,k,i,t,c,h,e,n,,,e,v,e,n,t,,,p,a,r,t,y",7869236c-8f9e-11f0-b7f6-0e087721c0e9,New Campaign,All,"{'start': '20', 'end': '40'}",All,All,India,H,All,0.00037,0.0088,700,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '6:00:00', 'end': '9:00:00'}"
Rawlings Heart of the Hide Travel Kit (Tan),Home & Kitchen,"luggage,travel,accessories",6c5c854a-8f9a-11f0-b7f6-0e087721c0e9,Stop Campaign,All,"{'start': '0', 'end': '0'}",All,All,India,All,All,0.00082,0.0556,400,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '23:00:00'}"
Electric Cream Separator All Metal Parts 26Gal/H 100L/H 120V USA,Home & Kitchen,"home,kitchen,heating,cooling",8c6437ca-8f9a-11f0-b7f6-0e087721c0e9,Stop Campaign,F,"{'start': '0', 'end': '0'}",Delhi,Delhi,India,All,All,0.00064,0.0598,500,"{'start': '2025-09-12', 'end': '2025-09-13'}","{'start': '5:00:00', 'end': '23:00:00'}"
